Time;[0.0];[0.1];[1:0];[1:1];[1:2];[1:3];[1:4];[1:5];[1:6];[1:7];[1:8];[1:9];[1:10];[1:11];[1:15];[2:0];[2:1];[2:2];[2:3];[2:4];[2:5];[2:6];[2:7];[2:8];[2:13];[2:14];[2:15]
0.05;0;1;-0.807739;0.41333;0.0596924;0.586426;-0.0963745;-0.0671234;-0.101757;-0.000495911;-0.0435371;669.99;600.009;669.99;100.163;0.213623;-1.7395;240.887;-281.949;-0.0176353;0.130642;670.01;669.99;669.99;-0.00167847;-0.105042;46.6606
0.06;0;1;-0.78125;0.386658;0.12793;0.568909;-0.0963745;-0.0671234;-0.174372;0.0409622;0.00733566;669.99;599.973;670.01;100.322;0.152588;-1.7395;240.917;-281.933;-0.0176353;0.129261;670.01;669.971;670.01;-0.0017395;-0.16684;46.6606
0.07;0;1;-0.648865;0.440002;0.12793;0.67395;-0.120575;-0.0724945;-0.0702267;-0.00148392;-0.0357094;669.99;600.009;669.99;100.169;0.152588;-1.7395;240.826;-281.964;-0.0176353;0.126495;670.029;670.01;670.01;-0.00161743;-0.0432434;46.6514
0.08;0;1;-0.569397;0.359985;0.0596924;0.656433;-0.193146;-0.0349121;-0.0855141;0.0231934;0.00733566;669.971;599.973;669.99;100.163;0.213623;-1.80054;240.871;-281.918;-0.0176353;0.130642;670.01;669.99;670.01;-0.00161743;-0.216278;46.6606
0.09;0;1;-0.516418;0.386658;0.0255737;0.796509;-0.144775;-0.0402832;-0.161951;0.0508347;0.0112495;669.99;599.991;670.01;100.096;0.152588;-1.86157;240.826;-281.964;-0.0163269;0.130642;670.01;670.01;669.99;-0.00161743;0.216309;46.6514
0.1;0;1;-0.516418;0.306641;-0.0255737;0.726501;-0.10849;-0.0456543;-0.171505;0.0320778;0.00244522;669.971;599.973;669.99;100.334;0.213623;-1.80054;240.917;-281.918;-0.0163269;0.132027;670.01;670.01;670.01;-0.00161743;-0.055603;46.6514
0.11;0;1;-0.569397;0.279968;-0.0596313;0.866516;-0.0842896;-0.0617523;-0.199215;0.0271416;-0.0454941;669.99;599.991;669.99;100.273;0.213623;-1.86157;240.826;-281.933;-0.0163269;0.133408;670.029;669.971;669.99;-0.00149536;-0.14212;46.6606
0.12;0;1;-0.622375;0.253296;-0.09375;0.919067;-0.10849;-0.0724945;-0.188704;-0.00345612;-0.0435371;670.01;599.973;670.01;100.035;0.335693;-1.86157;240.902;-281.903;-0.0150223;0.130642;670.01;669.99;669.99;-0.0017395;0.0185547;46.6422
0.13;0;1;-0.701782;0.253296;-0.144897;0.919067;-0.0480042;-0.0939789;-0.183928;0.0271416;-0.0542984;669.99;599.991;670.01;100.218;0.152588;-1.80054;240.841;-281.949;-0.0176353;0.130642;670.029;669.971;670.01;-0.00167847;-0.117401;46.6514
0.14;0;1;-0.834229;0.146667;-0.213135;0.989075;0.0366821;-0.104721;-0.161951;0.0458984;-0.00733948;670.01;599.954;670.01;100.261;0.152588;-1.80054;240.902;-281.933;-0.0176353;0.133408;670.01;669.99;670.01;-0.00161743;-0.0432434;46.6606
0.15;0;1;-0.913696;0.119995;-0.332458;0.954041;-0.0842896;-0.0724945;-0.196348;0.0103645;0.00440216;669.99;600.027;669.971;100.279;0.152588;-1.80054;240.841;-281.949;-0.0163269;0.130642;670.029;669.99;669.99;-0.0017395;-0.105042;46.6422
0.16;0;1;-0.993103;0.039978;-0.264282;0.936523;-0.0721741;-0.0778656;-0.194437;0.0468864;-0.00929642;670.01;599.973;669.971;100.322;0.152588;-1.80054;240.917;-281.903;-0.0150223;0.133408;670.01;669.99;670.01;-0.00167847;-0.055603;46.6514
0.17;0;1;-0.966675;0.0933228;-0.366577;0.919067;-0.0721741;-0.0617523;-0.186792;0.0449104;-0.0298386;670.01;600.027;669.99;100.273;0.213623;-1.80054;240.856;-281.949;-0.0150223;0.129261;670.029;669.99;670.01;-0.00161743;-0.055603;46.6606
0.18;0;1;-1.07257;0.0666504;-0.366577;0.90155;-0.0600891;-0.0617523;-0.196348;-0.00641632;0.00440216;669.971;599.973;669.99;100.096;0.213623;-1.7395;240.932;-281.918;-0.0163269;0.133408;670.01;669.99;669.99;-0.00161743;-0.0432434;46.6697
0.19;0;1;-1.07257;0.0133057;-0.281311;0.796509;-0.0600891;-0.0778656;-0.269918;0.0133247;-0.0357094;669.99;599.991;669.99;100.096;0.274658;-1.80054;240.841;-281.979;-0.0163269;0.130642;669.971;670.01;670.01;-0.00161743;-0.0803223;46.6514
0.2;0;1;-1.15204;-0.0133667;-0.247192;0.708984;-0.0963745;-0.0886078;-0.27183;0.037014;-0.0161438;669.971;599.991;669.99;100.389;0.274658;-1.80054;240.932;-281.903;-0.0176353;0.133408;669.971;669.99;670.029;-0.0015564;-0.0432434;46.6514
0.21;0;1;-1.04608;0.0133057;-0.230164;0.586426;-0.144775;-0.09935;-0.244122;-0.0123405;-0.0376663;669.99;599.991;670.01;100.261;0.274658;-1.7395;240.826;-281.933;-0.0163269;0.133408;670.048;669.99;669.99;-0.00167847;0.228668;46.6422
0.22;0;1;-0.993103;-0.0133667;-0.230164;0.516418;-0.144775;-0.0832367;-0.169596;-0.00148392;-0.0171204;670.01;599.954;669.971;100.328;0.274658;-1.80054;240.917;-281.903;-0.0150223;0.129261;670.01;670.029;669.971;-0.00167847;-0.0803223;46.6514
0.23;0;1;-0.940186;-0.0133667;-0.144897;0.323853;-0.15686;-0.0832367;-0.177238;0.0241814;-0.0366859;669.99;599.973;670.01;100.273;0.213623;-1.7395;240.871;-281.949;-0.0163269;0.133408;670.029;670.01;669.99;-0.00167847;-0.0679626;46.6422
0.24;0;1;-0.887207;-0.0133667;0.0426636;0.236328;-0.144775;-0.0886078;-0.238388;0.036026;-0.0357094;669.971;599.954;670.01;100.334;0.274658;-1.61743;240.932;-281.918;-0.0176353;0.132027;670.029;669.971;670.01;-0.00167847;-0.117401;46.6422
0.25;0;1;-0.78125;0.039978;0.281372;0.131287;-0.217346;-0.0939789;-0.243166;0.0261574;-0.0278816;669.99;599.991;670.01;100.224;0.213623;-1.67847;240.856;-281.933;-0.01894;0.130642;670.029;669.99;670.01;-0.0017395;-0.055603;46.6514
0.26;0;1;-0.78125;-0.0933838;0.502991;0.0262451;-0.205261;-0.0778656;-0.123734;-0.038002;-0.0112534;669.99;599.954;670.01;100.389;0.213623;-1.7395;240.902;-281.903;-0.0163269;0.129261;670.029;670.01;670.01;-0.00167847;0.191589;46.6514
0.27;0;1;-0.569397;-0.120056;0.707642;-0.0263062;-0.229462;-0.09935;-0.153353;0.00542831;-0.0259247;669.99;600.009;669.99;100.334;0.274658;-1.67847;240.856;-281.949;-0.0137138;0.132027;670.029;670.01;669.99;-0.00161743;0.129791;46.6422
0.28;0;1;-0.542908;-0.0933838;0.980408;-0.00878906;-0.205261;-0.0832367;-0.197304;0.0241814;-0.0269051;670.01;599.991;669.99;100.389;0.152588;-1.80054;240.902;-281.903;-0.0137138;0.129261;670.01;669.99;669.971;-0.00161743;-0.0926819;46.6514
0.29;0;1;-0.542908;-0.120056;1.11682;-0.0963135;-0.193146;-0.0832367;-0.230743;0.0873566;-0.0366859;670.01;600.009;670.01;100.206;0.213623;-1.67847;240.841;-281.949;-0.0137138;0.132027;669.971;670.01;669.99;-0.00167847;0.142151;46.6514
0.3;0;1;-0.357544;-0.146667;1.25323;-0.0612793;-0.229462;-0.0349121;-0.160995;-0.000495911;-0.0181007;669.971;599.991;669.99;100.212;0.274658;-1.7395;240.902;-281.872;-0.0150223;0.129261;670.029;669.99;670.01;-0.00161743;-0.228638;46.6514
0.31;0;1;-0.436951;-0.200012;1.40668;-0.0263062;-0.193146;-0.0563812;-0.225967;-0.0340538;-0.00831604;669.99;600.009;669.99;100.328;0.213623;-1.80054;240.856;-281.964;-0.0150223;0.133408;670.01;669.99;670.01;-0.00167847;0.142151;46.6514
0.32;0;1;-0.436951;-0.226685;1.54309;-0.00878906;-0.181061;-0.0510101;-0.213547;0.00444031;-0.0190773;669.971;599.991;670.01;100.45;0.152588;-1.67847;240.932;-281.903;-0.01894;0.130642;670.029;670.01;670.01;-0.00167847;-0.0308838;46.6606
0.33;0;1;-0.516418;-0.306702;1.57721;0.0262451;-0.193146;-0.0402832;-0.241255;0.0488586;-0.0523415;669.971;599.991;669.99;100.377;0.274658;-1.67847;240.856;-281.949;-0.0163269;0.130642;670.029;669.99;669.99;-0.00161743;0.228668;46.6606
0.34;0;1;-0.516418;-0.280029;1.50903;-0.0263062;-0.217346;-0.00805664;-0.266096;0.0261574;-0.0405998;669.99;599.991;669.99;100.383;0.213623;-1.80054;240.932;-281.888;-0.0150223;0.130642;670.029;669.99;670.01;-0.0017395;-0.0432434;46.6606
0.35;0;1;-0.595886;-0.306702;1.38965;0.11377;-0.15686;-0.0456543;-0.203035;-0.018261;-0.0601673;669.99;600.009;669.99;100.322;0.213623;-1.67847;240.871;-281.949;-0.0150223;0.130642;670.01;670.01;670.01;-0.00167847;0.17923;46.6514
0.36;0;1;-0.701782;-0.253357;1.18506;0.11377;-0.13266;-0.0563812;-0.222145;-0.00246811;-0.0523415;669.99;599.973;669.99;100.377;0.152588;-1.61743;240.917;-281.872;-0.0163269;0.132027;670.048;670.01;669.99;-0.0017395;0.17923;46.6514
0.37;0;1;-0.675354;-0.306702;0.912231;0.0612183;-0.181061;-0.0671234;-0.164818;0.035038;-0.0396233;670.01;599.991;670.01;100.334;0.335693;-1.67847;240.871;-281.964;-0.0150223;0.133408;670.029;670.029;669.99;-0.00167847;-0.105042;46.6514
0.38;0;1;-0.728271;-0.200012;0.656494;0.148804;-0.120575;-0.0563812;-0.208769;0.038002;-0.0347328;669.971;599.991;669.99;100.279;0.213623;-1.7395;240.917;-281.918;-0.0176353;0.129261;670.029;670.01;670.029;-0.00161743;0.142151;46.6514
0.39;0;1;-0.728271;-0.120056;0.33252;0.0787354;-0.13266;-0.0402832;-0.151442;0.00838852;-0.0405998;670.01;600.009;670.029;100.279;0.213623;-1.67847;240.826;-281.949;-0.0150223;0.129261;670.01;669.971;670.01;-0.00161743;-0.203918;46.6422
0.4;0;1;-0.78125;-0.120056;-0.179016;0.16626;-0.0963745;-0.0671234;-0.0864697;-0.0231972;0.0278816;669.99;599.973;670.01;100.444;0.213623;-1.7395;240.902;-281.903;-0.0150223;0.129261;670.01;669.99;669.99;-0.00161743;-0.179199;46.6606
0.41;0;1;-0.701782;-0.0933838;-0.400696;0.148804;-0.0842896;-0.0563812;0.0224533;0.0231934;-0.0425568;669.99;600.009;670.01;100.273;0.274658;-1.7395;240.826;-281.949;-0.0124092;0.130642;670.029;670.01;670.01;-0.00167847;-0.055603;46.6422
0.42;0;1;-0.78125;-0.0133667;-0.656433;0.253784;-0.120575;-0.0617523;-0.0683155;0.0616913;0.0298386;669.99;599.973;670.01;100.273;0.213623;-1.67847;240.917;-281.888;-0.0163269;0.129261;670.029;669.99;670.01;-0.00167847;0.203949;46.6514
0.43;0;1;-0.675354;0.0933228;-0.809875;0.183777;-0.0600891;-0.0778656;-0.105579;0.0528069;-0.0337524;670.01;600.009;670.01;100.212;0.274658;-1.67847;240.841;-281.979;-0.0150223;0.129261;670.01;669.99;670.01;-0.00161743;-0.0308838;46.6422
0.44;0;1;-0.701782;0.039978;-0.792847;0.253784;-0.0721741;-0.0724945;-0.118956;-0.0301056;0.0327721;669.99;599.991;669.99;100.157;0.213623;-1.80054;240.902;-281.918;-0.0163269;0.129261;670.029;669.99;670.01;-0.00161743;0.142151;46.6606
0.45;0;1;-0.728271;0.0666504;-0.895142;0.323853;-0.0963745;-0.0510101;-0.0750046;-0.0360298;-0.0347328;669.971;599.991;670.01;100.273;0.213623;-1.67847;240.871;-281.949;-0.0137138;0.127876;670.029;670.01;669.99;-0.00167847;0.15451;46.6606
0.46;0;1;-0.754761;0.0666504;-0.843994;0.358826;-0.0721741;-0.0563812;-0.0549393;0.00542831;-0.0308189;669.99;599.973;670.01;100.334;0.274658;-1.80054;240.932;-281.888;-0.0163269;0.130642;670.01;669.99;670.01;-0.00161743;-0.0803223;46.6514
0.47;0;1;-0.78125;0.0133057;-0.724609;0.39386;-0.0600891;-0.0939789;-0.0310535;0.00937653;-0.0396233;669.99;599.991;669.99;100.267;0.213623;-1.67847;240.841;-281.949;-0.0150223;0.130642;669.971;669.99;669.99;-0.00161743;-0.0679626;46.6514
0.48;0;1;-0.966675;0.119995;-0.639404;0.498901;-0.0480042;-0.0886078;0.0367851;0.000492096;-0.00538254;669.99;599.973;670.01;100.322;0.213623;-1.67847;240.917;-281.903;-0.0150223;0.129261;670.029;669.971;670.01;-0.00167847;-0.15448;46.6606
0.49;0;1;-0.913696;0.146667;-0.554138;0.481384;-0.0600891;-0.09935;-0.0386963;0.018261;-0.0161438;670.01;600.009;669.99;100.322;0.396729;-1.7395;240.81;-281.949;-0.0163269;0.129261;670.029;669.99;670.01;-0.00167847;-0.117401;46.6514
0.5;0;1;-0.993103;0.199951;-0.537048;0.586426;-0.0721741;-0.0886078;-0.0769157;0.0271416;-0.0132065;669.99;599.954;669.99;100.395;0.152588;-1.67847;240.917;-281.872;-0.0137138;0.126495;670.029;669.99;669.99;-0.00161743;-0.055603;46.6514
0.51;0;1;-1.01959;0.226624;-0.52002;0.67395;-0.0721741;-0.0939789;-0.118;-0.0103645;-0.0435371;669.99;599.991;669.99;100.273;0.274658;-1.80054;240.856;-281.964;-0.0176353;0.132027;670.048;669.99;669.99;-0.0017395;0.0679932;46.6514
0.52;0;1;-1.15204;0.279968;-0.485901;0.708984;-0.0842896;-0.104721;-0.0826473;-0.0528107;-0.0357094;669.99;599.991;669.99;100.383;0.274658;-1.7395;240.917;-281.903;-0.0163269;0.126495;670.01;669.99;670.01;-0.00167847;-0.0185242;46.6606
0.53;0;1;-1.04608;0.333313;-0.29834;0.638916;-0.0842896;-0.0939789;0.023407;0.0103645;-0.0259247;669.99;599.991;669.99;100.267;0.274658;-1.80054;240.826;-281.979;-0.0163269;0.132027;670.01;669.99;669.99;-0.00167847;-0.352234;46.6514
0.54;0;1;-1.12555;0.440002;-0.213135;0.67395;-0.0842896;-0.0939789;0.0253181;0.0557671;0.0249443;669.99;599.991;669.99;100.322;0.152588;-1.7395;240.917;-281.903;-0.0176353;0.130642;670.029;669.99;669.99;-0.00167847;0.0556335;46.6514
0.55;0;1;-0.940186;0.41333;-0.127869;0.62146;-0.0600891;-0.0778656;-0.0568504;0.0449104;0.0562515;669.99;600.027;669.99;100.273;0.274658;-1.7395;240.78;-281.918;-0.0150223;0.126495;670.029;669.99;669.99;-0.00167847;-0.055603;46.6606
0.56;0;1;-0.940186;0.386658;0.00854492;0.62146;-0.0842896;-0.0724945;-0.143797;0.0389862;-0.0425568;669.99;599.954;669.99;100.401;0.274658;-1.7395;240.887;-281.872;-0.0176353;0.129261;670.048;669.99;670.01;-0.00161743;0.0556335;46.6697
0.57;0;1;-0.887207;0.466614;0.0596924;0.656433;-0.0842896;-0.0724945;-0.112267;-0.021225;-0.0513611;669.99;599.991;669.971;100.255;0.213623;-1.67847;240.826;-281.979;-0.0176353;0.130642;670.01;669.99;669.99;-0.00167847;-0.105042;46.6514
0.58;0;1;-0.807739;0.440002;0.179077;0.62146;-0.0842896;-0.0886078;-0.216412;0.0192451;0.0122299;670.01;599.954;669.99;100.328;0.213623;-1.86157;240.902;-281.903;-0.0150223;0.133408;670.029;669.99;670.01;-0.00161743;0.16687;46.6514
0.59;0;1;-0.701782;0.466614;0.144958;0.656433;-0.0963745;-0.0778656;-0.0702267;-0.039978;-0.0494041;670.01;600.009;669.99;100.096;0.213623;-1.7395;240.856;-281.949;-0.0176353;0.129261;670.01;669.99;670.01;-0.00167847;-0.0432434;46.6422
0.6;0;1;-0.648865;0.41333;0.179077;0.691467;-0.10849;-0.0671234;-0.0941143;0.0241814;-0.0445137;669.99;599.991;670.029;100.328;0.213623;-1.7395;240.887;-281.888;-0.0150223;0.130642;670.029;669.99;670.01;-0.00161743;0.129791;46.6606
0.61;0;1;-0.648865;0.41333;0.0596924;0.796509;-0.0963745;-0.0778656;-0.161951;0.0419502;-0.0376663;669.99;599.991;669.99;100.267;0.213623;-1.7395;240.856;-281.949;-0.0176353;0.129261;670.029;670.01;669.99;-0.00161743;-0.191559;46.6606
0.62;0;1;-0.569397;0.386658;0.11084;0.831543;-0.0721741;-0.0778656;-0.161951;0.0330658;0.0670128;669.99;599.991;669.99;100.322;0.213623;-1.7395;240.948;-281.903;-0.0150223;0.132027;670.01;669.99;669.99;-0.00161743;-0.0926819;46.6514
0.63;0;1;-0.569397;0.386658;0.0426636;0.848999;-0.10849;-0.0671234;-0.175327;0.0498466;-0.0513611;669.971;599.991;670.01;100.267;0.152588;-1.7395;240.871;-281.949;-0.0163269;0.130642;670.029;669.99;670.01;-0.00167847;-0.203918;46.6514
0.64;0;1;-0.675354;0.306641;-0.0255737;0.919067;-0.0600891;-0.0724945;-0.182972;-0.00148392;-0.0503845;669.99;599.954;669.99;100.279;0.274658;-1.80054;240.948;-281.903;-0.0137138;0.130642;670.029;669.99;669.99;-0.00167847;-0.0308838;46.6514
0.65;0;1;-0.701782;0.279968;-0.127869;0.936523;-0.0358887;-0.09935;-0.184883;0.0133247;-0.0601673;669.99;599.991;669.99;100.218;0.274658;-1.67847;240.887;-281.949;-0.01894;0.130642;670.029;670.01;670.01;-0.0017395;0.105072;46.6606
0.66;0;1;-0.834229;0.173279;-0.161987;1.04156;0.0245972;-0.0724945;-0.189659;0.0458984;-0.0317955;669.99;599.973;669.99;100.267;0.274658;-1.7395;240.948;-281.903;-0.0150223;0.129261;670.01;669.971;670.01;-0.00167847;-0.0432434;46.6422
0.67;0;1;-0.887207;0.199951;-0.230164;1.02411;-0.0480042;-0.09935;-0.230743;0.00246811;0.0386429;670.01;599.991;670.01;100.218;0.274658;-1.80054;240.871;-281.949;-0.0163269;0.132027;670.029;669.99;670.029;-0.00167847;0.0803528;46.6422
0.68;0;1;-0.966675;0.119995;-0.281311;1.0766;-0.0600891;-0.0886078;-0.213547;0.0577431;-0.00831604;669.99;599.991;670.01;100.09;0.213623;-1.67847;240.917;-281.888;-0.0176353;0.130642;670.01;669.971;669.99;-0.00167847;0.17923;46.6606
0.69;0;1;-0.993103;0.0666504;-0.31543;0.954041;-0.0480042;-0.0778656;-0.186792;0.0557671;-0.0317955;669.99;600.009;670.01;100.206;0.213623;-1.80054;240.841;-281.949;-0.0163269;0.130642;670.029;669.99;669.99;-0.00161743;-0.339874;46.6514
0.7;0;1;-1.09906;-0.0133667;-0.247192;0.919067;-0.0600891;-0.0939789;-0.161951;0.00444031;-0.010273;669.99;599.954;669.99;100.273;0.213623;-1.67847;240.932;-281.903;-0.0150223;0.129261;670.029;669.971;670.01;-0.00161743;0.00619507;46.6514
0.71;0;1;-1.07257;0.039978;-0.196045;0.814026;-0.0842896;-0.0886078;-0.268963;0.035038;-0.00244522;670.01;599.973;670.01;100.267;0.152588;-1.80054;240.856;-281.949;-0.0176353;0.134789;670.029;670.01;670.01;-0.00161743;-0.0432434;46.6422
0.72;0;1;-1.15204;0.0133057;-0.281311;0.726501;-0.10849;-0.104721;-0.263229;0.0439224;-0.00538254;669.971;599.973;670.01;100.212;0.213623;-1.67847;240.917;-281.903;-0.0163269;0.129261;670.01;669.971;670.01;-0.00161743;0.228668;46.6514
0.73;0;1;-1.04608;0.0666504;-0.230164;0.551392;-0.120575;-0.0778656;-0.198259;-0.0143127;-0.0386429;669.99;599.991;669.99;100.267;0.274658;-1.7395;240.826;-281.949;-0.0176353;0.130642;670.029;669.971;669.971;-0.00161743;-0.0308838;46.6514
0.74;0;1;-1.09906;-0.0667114;-0.144897;0.533936;-0.15686;-0.0832367;-0.174372;0.0301056;-0.0112534;669.952;599.991;670.01;100.212;0.335693;-1.7395;240.917;-281.903;-0.0150223;0.130642;670.029;670.01;670.01;-0.00167847;-0.105042;46.6514
0.75;0;1;-1.01959;0.0133057;0.0426636;0.376343;-0.168976;-0.0778656;-0.198259;0.0231934;-0.0161438;670.01;600.027;669.99;100.279;0.274658;-1.80054;240.826;-281.933;-0.01894;0.132027;670.029;670.01;670.01;-0.00161743;-0.0185242;46.6514
0.76;0;1;-0.940186;0.0133057;0.179077;0.306335;-0.168976;-0.104721;-0.239344;0.0330658;-0.0366859;669.99;599.991;670.01;100.383;0.213623;-1.7395;240.963;-281.918;-0.0150223;0.129261;670.01;670.01;670.029;-0.0017395;-0.327515;46.6514
0.77;0;1;-0.834229;-0.0133667;0.434814;0.183777;-0.217346;-0.0939789;-0.268963;0.0152969;-0.0513611;669.99;599.991;669.99;100.328;0.152588;-1.80054;240.81;-281.933;-0.0176353;0.132027;670.029;670.01;669.99;-0.00167847;-0.0185242;46.6514
0.78;0;1;-0.834229;-0.146667;0.588257;0.0962524;-0.205261;-0.0832367;-0.104624;-0.000495911;-0.0259247;670.01;599.973;670.01;100.316;0.152588;-1.80054;240.917;-281.903;-0.01894;0.132027;670.029;669.99;669.99;-0.00180054;-0.0432434;46.6422
0.79;0;1;-0.701782;-0.120056;0.826965;0.0262451;-0.229462;-0.0724945;-0.118;0.0143127;-0.0190773;669.99;599.991;670.01;100.273;0.213623;-1.92261;240.841;-281.964;-0.0176353;0.132027;669.971;669.99;669.99;-0.0017395;-0.0432434;46.6606
0.8;0;1;-0.648865;-0.0400391;1.09979;0.0612183;-0.181061;-0.0886078;-0.173416;0.0429382;-0.0190773;669.99;599.991;669.99;100.328;0.213623;-1.80054;240.917;-281.918;-0.0137138;0.126495;670.029;670.01;669.99;-0.00161743;-0.055603;46.6697
0.81;0;1;-0.595886;-0.0933838;1.23621;-0.0437622;-0.205261;-0.0671234;-0.239344;0.0764961;-0.0523415;670.01;599.991;670.029;100.267;0.152588;-1.7395;240.826;-281.949;-0.0163269;0.130642;670.01;669.971;669.99;-0.00167847;0.228668;46.6606
0.82;0;1;-0.489929;-0.17334;1.35553;0.00872803;-0.205261;-0.0510101;-0.174372;-0.00839233;-0.0327759;669.971;599.991;669.99;100.218;0.213623;-1.92261;240.932;-281.918;-0.01894;0.132027;670.029;669.971;670.01;-0.00167847;-0.0185242;46.6606
0.83;0;1;-0.46344;-0.146667;1.52606;0.0962524;-0.193146;-0.0724945;-0.245075;-0.0478745;-0.00538254;669.99;599.991;669.99;100.273;0.152588;-1.80054;240.871;-281.964;-0.01894;0.129261;670.01;669.99;670.01;-0.00161743;-0.0803223;46.6422
0.84;0;1;-0.516418;-0.17334;1.62836;0.0962524;-0.205261;-0.0563812;-0.244122;-0.0231972;-0.0249481;669.971;599.973;670.01;100.212;0.213623;-1.80054;240.887;-281.903;-0.0176353;0.133408;670.01;670.01;669.99;-0.00161743;-0.16684;46.6606
0.85;0;1;-0.489929;-0.253357;1.61133;0.131287;-0.205261;-0.029541;-0.264185;0.018261;-0.0542984;669.99;600.009;670.01;100.328;0.213623;-1.80054;240.841;-281.949;-0.0176353;0.127876;670.029;669.99;669.99;-0.0017395;-0.00616455;46.6422
0.86;0;1;-0.542908;-0.253357;1.47491;0.11377;-0.241547;0.00805664;-0.278517;0.0409622;-0.0366859;669.971;599.973;670.01;100.395;0.0915527;-1.80054;240.917;-281.918;-0.0150223;0.130642;670.01;669.99;669.99;-0.00161743;-0.191559;46.6697
0.87;0;1;-0.595886;-0.280029;1.32147;0.253784;-0.144775;-0.0402832;-0.171505;-0.018261;-0.0435371;669.971;600.009;669.99;100.334;0.213623;-1.86157;240.826;-281.979;-0.0150223;0.129261;670.01;669.99;670.01;-0.0017395;-0.0432434;46.6422
0.88;0;1;-0.675354;-0.280029;1.09979;0.236328;-0.144775;-0.0402832;-0.146664;-0.0123405;-0.0396233;669.99;599.973;670.01;100.206;0.274658;-1.92261;240.902;-281.888;-0.0150223;0.130642;670.01;669.99;669.99;-0.0017395;0.241028;46.6514
0.89;0;1;-0.622375;-0.253357;0.844055;0.253784;-0.181061;-0.0402832;-0.180105;0.0310898;-0.0366859;669.99;599.991;670.01;100.322;0.213623;-1.7395;240.826;-281.994;-0.0150223;0.130642;670.029;669.99;669.99;-0.00167847;-0.0308838;46.6331
0.9;0;1;-0.701782;-0.17334;0.571228;0.253784;-0.120575;-0.0671234;-0.251764;0.0399742;-0.0317955;669.971;599.991;670.01;100.328;0.274658;-1.80054;240.917;-281.903;-0.0176353;0.132027;669.971;669.99;670.01;-0.00167847;-0.117401;46.6514
0.91;0;1;-0.648865;-0.0933838;0.31543;0.201294;-0.144775;-0.0563812;-0.215456;-0.0360298;-0.0513611;670.01;600.009;669.971;100.322;0.152588;-1.7395;240.826;-281.949;-0.0150223;0.129261;670.029;669.99;669.99;-0.00161743;-0.203918;46.6606
0.92;0;1;-0.648865;-0.0667114;-0.179016;0.253784;-0.0842896;-0.0832367;-0.118956;-0.0547829;0.014183;669.971;599.973;669.99;100.273;0.213623;-1.80054;240.917;-281.888;-0.0150223;0.132027;670.01;670.01;669.99;-0.00167847;-0.0308838;46.6514
0.93;0;1;-0.648865;0.0133057;-0.451843;0.201294;-0.0721741;-0.0563812;-0.0386963;-0.0251732;-0.0396233;669.99;599.991;670.029;100.212;0.152588;-1.7395;240.826;-281.964;-0.0163269;0.130642;670.01;669.971;669.99;-0.00180054;-0.0926819;46.6606
0.94;0;1;-0.648865;0.0933228;-0.724609;0.271301;-0.0842896;-0.0563812;-0.0186329;0.0705757;0.0582085;669.99;599.991;669.99;100.206;0.152588;-1.7395;240.917;-281.903;-0.0137138;0.130642;670.029;669.99;670.01;-0.0015564;-0.0803223;46.6514
